#  BK WIDE OPEN WEST GEOFEEDS 6-10-2022,,,
67.149.88.0/21,US,US-MI,Royal Oak
69.14.164.0/22,US,US-MI,Royal Oak
69.14.180.0/22,US,US-MI,Royal Oak
69.14.184.0/22,US,US-MI,Royal Oak
24.192.192.0/20,US,US-MI,Sterling Heights
69.14.144.0/20,US,US-MI,Sterling Heights
74.199.96.0/21,US,US-MI,Sterling Heights
143.59.252.0/24,US,US-MI,Sterling Heights
64.53.173.0/24,US,US-MI,Sterling Heights
69.14.200.0/23,US,US-MI,Sterling Heights
24.35.43.0/24,US,US-MI,Sterling Heights
74.199.48.0/24,US,US-MI,Sterling Heights
23.28.240.128/26,US,US-MI,Sterling Heights
67.149.96.0/21,US,US-MI,Sterling Heights
67.149.40.0/21,US,US-MI,Sterling Heights
67.149.144.0/21,US,US-MI,Sterling Heights
69.1.61.0/24,US,US-MI,Sterling Heights
96.27.80.0/20,US,US-MI,Trenton
24.192.240.0/21,US,US-MI,Trenton
67.149.220.0/22,US,US-MI,Trenton
50.4.104.0/21,US,US-MI,Troy
69.14.16.0/20,US,US-MI,Troy
69.14.120.0/21,US,US-MI,Troy
67.149.128.0/21,US,US-MI,Troy
24.192.52.0/22,US,US-MI,Troy
24.192.248.0/21,US,US-MI,Troy
69.14.248.0/21,US,US-MI,Troy
67.149.248.0/21,US,US-MI,Utica
143.59.108.0/23,US,US-MI,Utica
50.4.16.0/24,US,US-MI,Utica
96.27.8.0/21,US,US-MI,Utica
96.27.16.0/21,US,US-MI,Utica
69.14.36.0/22,US,US-MI,Utica
23.28.144.0/21,US,US-MI,Utica
50.4.120.0/23,US,US-MI,Utica
24.96.61.0/24,US,US-MI,Utica
143.59.138.0/24,US,US-MI,Utica
50.4.233.0/24,US,US-MI,Utica
96.27.32.0/21,US,US-MI,Utica
96.27.40.0/21,US,US-MI,Utica
96.27.48.0/21,US,US-MI,Utica
69.14.68.0/22,US,US-MI,Utica
67.149.24.0/24,US,US-MI,Utica
23.28.244.0/24,US,US-MI,Utica
# SOUTHERN PNR,,,
23.28.124.0/22,US,US-GA,Augusta
24.42.201.0/24,US,US-GA,Augusta
24.42.204.0/24,US,US-GA,Augusta
67.149.120.0/21,US,US-GA,Augusta
24.214.51.0/24,US,US-GA,Augusta
24.214.106.0/24,US,US-GA,Augusta
74.81.209.0/24,US,US-GA,Augusta
69.14.210.0/24,US,US-GA,Augusta
67.149.206.0/24,US,US-GA,Augusta
24.236.98.0/24,US,US-GA,Augusta
69.1.2.0/24,US,US-GA,Augusta
69.1.26.0/24,US,US-GA,Augusta
69.73.51.0/24,US,US-GA,Augusta
69.73.104.0/24,US,US-GA,Augusta
207.98.192.0/22,US,US-GA,Augusta
24.214.40.64/26,US,US-GA,Augusta
74.81.218.0/24,US,US-GA,Augusta
74.81.219.0/24,US,US-GA,Augusta
74.81.214.0/24,US,US-GA,Augusta
143.59.115.128/25,US,US-GA,Augusta
216.186.153.0/24,US,US-GA,Augusta
24.35.5.0/24,US,US-GA,Augusta
24.35.13.0/24,US,US-GA,Augusta
24.42.160.0/24,US,US-GA,Augusta
24.236.104.0/24,US,US-GA,Augusta
24.236.105.0/24,US,US-GA,Augusta
24.236.106.0/24,US,US-GA,Augusta
76.73.130.0/24,US,US-GA,Augusta
24.42.152.0/24,US,US-GA,Augusta
24.42.153.0/24,US,US-GA,Augusta
24.42.155.0/24,US,US-GA,Augusta
24.42.157.0/24,US,US-GA,Augusta
24.214.85.0/24,US,US-GA,Augusta
24.214.111.0/24,US,US-GA,Augusta
24.236.103.0/24,US,US-GA,Augusta
24.214.116.0/24,US,US-GA,Augusta
24.35.4.0/24,US,US-GA,Augusta
69.1.38.0/24,US,US-GA,Augusta
24.35.23.0/24,US,US-GA,Augusta
69.1.62.0/24,US,US-GA,Augusta
96.27.186.0/24,US,US-GA,Augusta
24.214.221.0/24,US,US-GA,Augusta
50.4.60.0/24,US,US-GA,Augusta
24.96.208.0/24,US,US-GA,Augusta
50.4.36.0/24,US,US-GA,Augusta
69.73.3.0/24,US,US-GA,Augusta
143.59.137.128/25,US,US-GA,Augusta
74.199.78.0/24,US,US-GA,Augusta
75.76.144.0/24,US,US-GA,Augusta
24.42.128.0/24,US,US-GA,Augusta
24.214.14.0/24,US,US-GA,Augusta
24.214.45.0/24,US,US-GA,Augusta
24.214.62.0/24,US,US-GA,Augusta
24.214.72.0/24,US,US-GA,Augusta
24.214.117.0/24,US,US-GA,Augusta
24.214.132.0/24,US,US-GA,Augusta
50.4.61.0/24,US,US-GA,Augusta
24.42.129.0/24,US,US-GA,Augusta
24.236.81.0/24,US,US-GA,Augusta
24.236.99.0/24,US,US-GA,Augusta
24.236.100.0/24,US,US-GA,Augusta
24.236.101.0/24,US,US-GA,Augusta
69.1.39.0/24,US,US-GA,Augusta
69.1.59.0/24,US,US-GA,Augusta
50.4.83.0/24,US,US-GA,Augusta
23.28.204.0/23,US,US-GA,Augusta
24.192.230.0/23,US,US-GA,Augusta
75.76.153.0/24,US,US-GA,Augusta
24.42.177.0/24,US,US-GA,Augusta
75.76.148.0/24,US,US-GA,Augusta
74.199.40.0/24,US,US-GA,Augusta
24.42.178.0/24,US,US-GA,Augusta
216.186.139.0/24,US,US-GA,Augusta
24.42.180.0/24,US,US-GA,Augusta
67.149.193.0/24,US,US-AL,Montgomery
69.1.60.0/24,US,US-AL,Montgomery
24.214.99.0/24,US,US-AL,Montgomery
24.236.67.0/24,US,US-AL,Montgomery
24.42.161.0/24,US,US-AL,Montgomery
67.149.207.0/24,US,US-AL,Montgomery
75.76.135.0/24,US,US-AL,Montgomery
74.199.79.0/24,US,US-AL,Montgomery
69.1.1.0/24,US,US-AL,Montgomery
69.1.9.0/24,US,US-AL,Montgomery
24.214.53.0/24,US,US-AL,Montgomery
69.1.10.0/24,US,US-AL,Montgomery
24.236.124.0/24,US,US-AL,Montgomery
24.236.125.0/24,US,US-AL,Montgomery
24.192.21.0/24,US,US-AL,Montgomery
69.1.12.0/24,US,US-AL,Montgomery
69.1.34.0/24,US,US-AL,Montgomery
96.27.220.0/24,US,US-AL,Montgomery
24.214.249.0/24,US,US-AL,Montgomery
24.236.64.0/24,US,US-AL,Montgomery
143.59.119.0/24,US,US-AL,Montgomery
24.214.65.0/24,US,US-AL,Montgomery
76.73.179.0/24,US,US-AL,Montgomery
24.42.145.0/24,US,US-AL,Montgomery
24.42.146.0/24,US,US-AL,Montgomery
24.214.78.0/24,US,US-AL,Montgomery
24.214.98.0/24,US,US-AL,Montgomery
69.73.27.0/24,US,US-AL,Montgomery
69.73.28.0/24,US,US-AL,Montgomery
69.73.29.0/24,US,US-AL,Montgomery
76.73.177.0/24,US,US-AL,Montgomery
76.73.178.0/24,US,US-AL,Montgomery
24.192.23.0/24,US,US-AL,Montgomery
50.4.80.0/24,US,US-AL,Montgomery
50.4.101.0/24,US,US-AL,Montgomery
143.59.166.0/24,US,US-AL,Montgomery
67.149.226.0/24,US,US-AL,Montgomery
50.4.81.0/24,US,US-AL,Montgomery
24.35.29.0/24,US,US-AL,Montgomery
96.27.105.0/24,US,US-AL,Montgomery
72.15.104.0/24,US,US-AL,Montgomery
23.28.164.0/24,US,US-AL,Montgomery
143.59.129.0/24,US,US-AL,Montgomery
67.149.192.0/24,US,US-AL,Montgomery
50.4.84.0/22,US,US-AL,Montgomery
50.4.88.0/22,US,US-AL,Montgomery
76.73.132.0/24,US,US-AL,Montgomery
76.73.133.0/24,US,US-AL,Montgomery
76.73.134.0/24,US,US-AL,Montgomery
76.73.135.0/24,US,US-AL,Montgomery
69.1.18.0/24,US,US-AL,Montgomery
24.214.67.0/24,US,US-AL,Montgomery
24.42.179.0/24,US,US-AL,Montgomery
24.42.185.0/24,US,US-AL,Montgomery
24.42.144.0/24,US,US-AL,Montgomery
24.214.147.0/24,US,US-AL,Montgomery
69.73.64.0/24,US,US-AL,Montgomery
143.59.205.0/24,US,US-AL,Montgomery
143.59.203.0/24,US,US-AL,Montgomery
143.59.194.0/24,US,US-AL,Montgomery
143.59.187.0/24,US,US-AL,Montgomery
74.199.63.0/24,US,US-AL,Montgomery
24.214.66.0/24,US,US-AL,Montgomery
24.42.208.0/24,US,US-AL,Montgomery
69.73.6.0/24,US,US-AL,Montgomery
96.27.222.0/24,US,US-AL,Montgomery
24.214.97.0/24,US,US-AL,Montgomery
24.214.6.0/24,US,US-AL,Montgomery
24.96.22.0/24,US,US-AL,Montgomery
74.199.107.0/24,US,US-AL,Montgomery
24.42.166.0/24,US,US-AL,Montgomery
69.73.126.0/24,US,US-AL,Montgomery
24.214.245.0/24,US,US-AL,Montgomery
24.214.88.0/23,US,US-AL,Montgomery
24.214.70.0/24,US,US-AL,Montgomery
24.214.69.0/24,US,US-AL,Montgomery
24.214.30.0/24,US,US-AL,Montgomery
69.1.21.0/24,US,US-AL,Montgomery
24.214.42.0/24,US,US-AL,Montgomery
24.214.52.0/24,US,US-AL,Montgomery
76.73.158.0/24,US,US-AL,Montgomery
69.14.246.0/24,US,US-AL,Montgomery
69.14.91.0/24,US,US-AL,Montgomery
24.214.142.0/24,US,US-AL,Montgomery
76.73.140.0/24,US,US-AL,Montgomery
76.73.141.0/24,US,US-AL,Montgomery
76.73.142.0/24,US,US-AL,Montgomery
69.73.41.0/24,US,US-AL,Montgomery
24.214.71.0/24,US,US-AL,Montgomery
24.214.255.0/24,US,US-AL,Montgomery
24.42.130.0/24,US,US-AL,Montgomery
24.42.210.0/24,US,US-AL,Montgomery
24.96.119.0/24,US,US-AL,Montgomery
69.73.100.0/24,US,US-AL,Montgomery
24.236.121.0/24,US,US-AL,Montgomery
24.214.115.0/24,US,US-AL,Montgomery
50.4.235.0/24,US,US-FL,Panama City
50.4.42.0/24,US,US-FL,Panama City
50.4.43.0/24,US,US-FL,Panama City
143.59.123.0/24,US,US-FL,Panama City
50.4.49.0/24,US,US-FL,Panama City
23.28.241.0/24,US,US-FL,Panama City
24.214.137.0/24,US,US-FL,Panama City
24.214.59.0/24,US,US-FL,Panama City
69.73.44.0/24,US,US-FL,Panama City
69.73.45.0/24,US,US-FL,Panama City
69.1.42.0/24,US,US-FL,Panama City
24.96.246.0/24,US,US-FL,Panama City
69.73.66.0/24,US,US-FL,Panama City
64.233.201.0/24,US,US-FL,Panama City
67.149.212.0/22,US,US-FL,Panama City
50.4.128.0/24,US,US-FL,Panama City
69.73.49.0/24,US,US-FL,Panama City
69.73.52.0/24,US,US-FL,Panama City
24.96.39.0/24,US,US-FL,Panama City
24.96.43.0/24,US,US-FL,Panama City
24.236.74.0/23,US,US-FL,Panama City
69.73.32.0/24,US,US-FL,Panama City
24.35.35.0/24,US,US-FL,Panama City
143.59.133.0/26,US,US-FL,Panama City
143.59.243.0/24,US,US-FL,Panama City
143.59.102.128/25,US,US-FL,Panama City
143.59.207.192/26,US,US-FL,Panama City
143.59.104.0/24,US,US-FL,Panama City
24.35.12.0/24,US,US-FL,Panama City
67.149.210.0/24,US,US-FL,Panama City
69.73.40.0/24,US,US-FL,Panama City
50.4.129.0/24,US,US-FL,Panama City
23.28.248.0/23,US,US-FL,Panama City
67.149.20.0/24,US,US-FL,Panama City
67.149.21.0/24,US,US-FL,Panama City
24.96.212.0/24,US,US-FL,Panama City
69.73.42.0/24,US,US-FL,Panama City
69.73.43.0/24,US,US-FL,Panama City
24.214.241.0/24,US,US-FL,Panama City
69.73.118.0/24,US,US-FL,Panama City
69.73.119.0/24,US,US-FL,Panama City
69.73.120.0/24,US,US-FL,Panama City
74.199.56.0/24,US,US-FL,Panama City
24.96.29.0/24,US,US-FL,Panama City
24.96.30.0/24,US,US-FL,Panama City
23.28.198.0/24,US,US-FL,Panama City
24.236.84.0/24,US,US-FL,Panama City
24.35.36.0/24,US,US-FL,Panama City
24.35.39.0/24,US,US-FL,Panama City
50.4.132.0/24,US,US-FL,Panama City
24.35.45.0/24,US,US-FL,Panama City
24.214.61.0/24,US,US-FL,Panama City
24.35.20.0/23,US,US-FL,Panama City
24.214.82.0/24,US,US-FL,Panama City
24.214.246.0/24,US,US-FL,Panama City
69.73.110.0/24,US,US-FL,Panama City
24.96.229.0/24,US,US-FL,Panama City
24.35.47.0/24,US,US-FL,Panama City
24.214.58.0/24,US,US-FL,Panama City
24.214.96.0/24,US,US-FL,Panama City
69.1.57.0/24,US,US-FL,Panama City
24.192.61.0/25,US,US-FL,Panama City
74.199.20.0/24,US,US-FL,Panama City
24.214.107.0/24,US,US-FL,Panama City
24.214.124.0/24,US,US-FL,Panama City
24.96.223.0/24,US,US-FL,Panama City
69.73.124.0/24,US,US-FL,Panama City
24.236.109.0/24,US,US-FL,Panama City
24.236.65.0/24,US,US-FL,Panama City
24.214.248.0/24,US,US-FL,Panama City
24.35.34.0/24,US,US-FL,Panama City
24.214.46.0/25,US,US-FL,Panama City
143.59.111.0/24,US,US-FL,Panama City
24.214.13.0/24,US,US-FL,Panama City
69.73.14.192/26,US,US-FL,Panama City
24.35.40.0/24,US,US-FL,Panama City
24.192.61.192/26,US,US-FL,Panama City
24.96.48.0/24,US,US-FL,Panama City
23.28.159.64/26,US,US-FL,Panama City
143.59.105.0/25,US,US-FL,Panama City
69.1.55.0/24,US,US-FL,Panama City
69.1.44.0/24,US,US-FL,Panama City
24.214.38.0/24,US,US-FL,Panama City
69.1.56.0/24,US,US-FL,Panama City
69.73.112.0/24,US,US-FL,Panama City
207.98.251.0/24,US,US-FL,Panama City
69.14.189.0/24,US,US-FL,Panama City
143.59.130.0/24,US,US-FL,Panama City
23.28.167.0/24,US,US-FL,Panama City
23.28.168.0/24,US,US-FL,Panama City
24.214.29.0/24,US,US-FL,Panama City
24.214.7.0/24,US,US-FL,Panama City
24.96.112.0/24,US,US-FL,Panama City
